ID,Well,Cq,Site,Date,Year,Region,Island,Locale,Chondria_cover,Category,Lat,Long,X,Y,Depth_m,Visual_presence,Plate,Threshold,E,SQ.E
CT148,F04,18.49407979,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.032765937
CT149,F05,18.39878309,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.034744269
CT150,F06,18.34411268,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.035932676
CT151,F07,19.57238744,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.016878322
CT152,F08,19.10720696,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.02247048
CT153,F09,19.07398446,K08,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.27020892,-177.3411337,-19741524.7,3283083.863,1.1,1,1,2861,1.85,0.022934457
CT157,G01,20.87809105,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.007559311
CT158,G02,20.72746449,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.008293261
CT159,G03,20.41198262,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.010069622
CT160,G04,18.00262697,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.044332773
CT161,G05,18.02012629,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.043858076
CT162,G06,18.04226209,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.043264881
CT163,G07,20.07005554,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.012427004
CT164,G08,20.50933225,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.009484274
CT165,G09,20.24397313,K09,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,75,High,28.25952317,-177.3323717,-19740549.32,3281733.301,1.4,1,1,2861,1.85,0.011166076
CT181,A01,21.53347213,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.003670452
CT182,A02,21.03792848,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.004978686
CT183,A03,22.00618944,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.002744245
CT184,A04,19.33669211,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.01417872
CT185,A05,19.3906139,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.013716101
CT186,A06,19.44135424,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.013294569
CT187,A07,20.48434244,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.006998699
CT188,A08,19.71404091,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.011241392
CT189,A09,20.03929888,K13,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,80,High,28.24319068,-177.337245,-19741091.81,3279669.313,2.7,1,2,2079,1.85,0.009202808
CT193,B01,20.49220495,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.006964929
CT194,B02,21.09572673,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.004804771
CT195,B03,20.60909847,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.006481657
CT196,B04,21.60754439,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.003506949
CT197,B05,21.1420971,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.004669645
CT198,B06,20.95008652,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.005255132
CT199,B07,20.27964999,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.007937895
CT200,B08,20.54637696,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.006736642
CT201,B09,20.80189504,K06,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,30,Moderate,28.264546,-177.390018,-19746966.48,3282368.115,3,1,2,2079,1.85,0.005756735
CT205,C01,0,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,NA
CT206,C02,29.71127983,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,2.40E-05
CT207,C03,29.19538225,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,3.29E-05
CT208,C04,0,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,NA
CT209,C05,28.04001212,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,6.70E-05
CT210,C06,28.12999308,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,6.34E-05
CT211,C07,0,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,NA
CT212,C08,0,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,NA
CT213,C09,0,K18,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.19637,-177.375,-19745294.68,3273754.188,10.7,0,2,2079,1.85,NA
CT217,D01,22.00075656,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.002753432
CT218,D02,23.22663731,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.00129525
CT219,D03,21.9305212,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.002875009
CT220,D04,21.00121954,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.005092398
CT221,D05,20.85074128,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.005586321
CT222,D06,21.29158728,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.00425936
CT223,D07,20.92680319,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.005330946
CT224,D08,21.25993823,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.004343102
CT225,D09,21.4302173,K05,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,85,High,28.2495,-177.35526,-19743097.23,3280466.604,1.5,1,2,2079,1.85,0.003911166
CT229,E01,0,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,NA
CT230,E02,0,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,NA
CT231,E03,0,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,NA
CT232,E04,20.62918053,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.006402074
CT233,E05,20.86053026,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.005552781
CT234,E06,20.85872524,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.005558951
CT235,E07,19.88041347,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.010147757
CT236,E08,20.28508314,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.007911408
CT237,E09,20.26529897,K04,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.2534,-177.35502,-19743070.52,3280959.46,2.4,1,2,2079,1.85,0.008008285
CT241,F01,21.05355011,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.004931069
CT242,F02,21.08607916,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.004833373
CT243,F03,20.83403499,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.00564403
CT244,F04,22.6009091,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.001903402
CT245,F05,23.43704111,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.001137993
CT246,F06,22.82394656,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.001659362
CT247,F07,21.22653167,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.004433282
CT248,F08,21.11579988,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.004745803
CT249,F09,20.89899126,K12,7/15/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.27735,-177.36612,-19744306.16,3283986.494,1.5,1,2,2079,1.85,0.005422941
CT277,A01,0,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,NA
CT278,A02,0,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,NA
CT279,A03,0,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,NA
CT280,A04,19.52894649,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.01048085
CT281,A05,19.24834844,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.012436663
CT282,A06,19.00385859,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.014436075
CT283,A07,19.79365959,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.008918581
CT284,A08,20.01648143,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.007785537
CT285,A09,19.95622142,K03,7/23/2022,2022,PMNM,Kuaihelani,Kuaihelani,95,High,28.24782,-177.35305,-19742851.22,3280254.303,1.2,1,3,1556,1.84,0.008076933
CT301,C01,18.48276196,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.019835576
CT302,C02,18.68766283,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.017505858
CT303,C03,18.42484361,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.020548618
CT304,C04,17.65979875,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.032762734
CT305,C05,17.71987957,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.031584184
CT306,C06,17.40307453,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.038314687
CT307,C07,19.09704145,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.01363869
CT308,C08,18.49808543,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.019651101
CT309,C09,18.19056981,K17,7/17/2022,2022,PMNM,Kuaihelani,Kuaihelani,20,Moderate,28.26599755,-177.3414715,-19741562.3,3282551.576,1.1,1,3,1556,1.84,0.023704047
CT313,D01,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT314,D02,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT315,D03,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT316,D04,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT317,D05,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT318,D06,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT319,D07,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT320,D08,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT321,D09,0,K15,7/18/2022,2022,PMNM,Kuaihelani,Kuaihelani,0,Absent,28.214474,-177.363015,-19743960.52,3276041.063,1.8,0,3,1556,1.84,NA
CT325,E01,21.15789223,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.003881706
CT326,E02,21.41422981,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.003320014
CT327,E03,21.00055488,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.004272562
CT328,E04,21.25533493,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.003657784
CT329,E05,20.8862697,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.004580924
CT330,E06,21.37242924,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.003405724
CT331,E07,20.98191079,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.004321412
CT332,E08,21.03963021,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.004171964
CT333,E09,20.59980913,K01,7/19/2022,2022,PMNM,Kuaihelani,Kuaihelani,5,Low,28.25624,-177.37148,-19744902.83,3281318.371,3.7,1,3,1556,1.84,0.005455229
CT337,F01,19.71755335,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.009342219
CT338,F02,20.48878576,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.005837326
CT339,F03,19.64081253,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.009789767
CT340,F04,20.86751201,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.004633621
CT341,F05,20.67292567,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.005217355
CT342,F06,20.95253293,K02,7/20/2022,2022,PMNM,Kuaihelani,Kuaihelani,1,Low,28.21831,-177.4134,-19749569.35,3276525.671,3.7,1,3,1556,1.84,0.004399521
CT1288,E7,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1289,E8,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1290,E9,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1291,E10,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1292,E11,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1293,E12,0,L01,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.77066,-166.26059,-18508044.22,2725486.83,10.7,0,11,1944,2.137,NA
CT1297,F4,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1298,F5,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1299,F6,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1300,F7,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1301,F8,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1302,F9,0,L02,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.86975,-166.28839,-18511138.9,2737544.593,6.1,0,11,1944,2.137,NA
CT1333,A4,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1334,A5,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1335,A6,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1336,A7,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1337,A8,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1338,A9,0,L03,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.78871,-166.20895,-18502295.68,2727682.558,2.7,0,12,1765,1.973,NA
CT1342,B1,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1343,B2,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1344,B3,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1345,B4,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1346,B5,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1347,B6,0,L04,7/6/2023,2023,PMNM,Lalo,Lalo,0,Absent,23.74216,-166.19913,-18501202.52,2722020.511,6.1,0,12,1765,1.973,NA
CT1507,C7,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1508,C8,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1509,C9,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1510,C10,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1511,C11,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1512,C12,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1513,D1,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1514,D2,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1515,D3,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1516,D4,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1517,D5,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT1518,D6,0,M09,7/20/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.77585,-175.9742,-19589358.34,3220742.883,7.6,0,14,1626.8,1.879,NA
CT376,A04,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
