Treatment,Plot,Site,Replicate,Date,Year,JDay,Haxy,Save,Rpad
E,Yuanyang_E5,Yuanyang,E_1_12,2015-04-10,2015,99,0,345,1019
E,Yuanyang_E5,Yuanyang,E_2_12,2015-04-10,2015,99,0,309,1016
E,Yuanyang_E5,Yuanyang,E_3_12,2015-04-10,2015,99,0,318,1008
E,Yuanyang_E5,Yuanyang,E_4_12,2015-04-10,2015,99,0,387,1079
E,Yuanyang_E5,Yuanyang,E_5_12,2015-04-10,2015,99,0,407,1056
E,Yuanyang_E6,Yuanyang,E_1_12,2015-04-10,2015,99,0,545,538
E,Yuanyang_E6,Yuanyang,E_2_12,2015-04-10,2015,99,0,551,550
E,Yuanyang_E6,Yuanyang,E_3_12,2015-04-10,2015,99,0,537,557
E,Yuanyang_E6,Yuanyang,E_4_12,2015-04-10,2015,99,1,583,495
E,Yuanyang_E6,Yuanyang,E_5_12,2015-04-10,2015,99,0,475,541
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-04-17,2015,106,0,523,1208
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-04-17,2015,106,0,530,1248
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-04-17,2015,106,0,519,1280
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-04-17,2015,106,0,514,1237
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-04-17,2015,106,0,516,1143
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-04-17,2015,106,0,269,72
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-04-17,2015,106,0,264,78
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-04-17,2015,106,0,289,70
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-04-17,2015,106,0,273,82
A,Yuanyang_CK2,Yuanyang,A_5_12,2015-04-17,2015,106,0,282,42
A,Yuanyang_CK3,Yuanyang,A_1_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK3,Yuanyang,A_2_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK3,Yuanyang,A_3_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK3,Yuanyang,A_4_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK3,Yuanyang,A_5_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK4,Yuanyang,A_1_12,2015-04-17,2015,106,0,342,235
A,Yuanyang_CK4,Yuanyang,A_2_12,2015-04-17,2015,106,0,347,239
A,Yuanyang_CK4,Yuanyang,A_3_12,2015-04-17,2015,106,0,313,203
A,Yuanyang_CK4,Yuanyang,A_4_12,2015-04-17,2015,106,0,350,271
A,Yuanyang_CK4,Yuanyang,A_5_12,2015-04-17,2015,106,0,355,217
A,Yuanyang_CK5,Yuanyang,A_1_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK5,Yuanyang,A_2_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK5,Yuanyang,A_3_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK5,Yuanyang,A_4_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK5,Yuanyang,A_5_12,2015-04-17,2015,106,0,0,0
A,Yuanyang_CK6,Yuanyang,A_1_12,2015-04-17,2015,106,0,361,128
A,Yuanyang_CK6,Yuanyang,A_2_12,2015-04-17,2015,106,0,380,153
A,Yuanyang_CK6,Yuanyang,A_3_12,2015-04-17,2015,106,0,365,107
A,Yuanyang_CK6,Yuanyang,A_4_12,2015-04-17,2015,106,0,366,101
A,Yuanyang_CK6,Yuanyang,A_5_12,2015-04-17,2015,106,0,341,124
E,Yuanyang_E1,Yuanyang,E_1_12,2015-04-17,2015,106,0,553,668
E,Yuanyang_E1,Yuanyang,E_2_12,2015-04-17,2015,106,0,577,676
E,Yuanyang_E1,Yuanyang,E_3_12,2015-04-17,2015,106,0,568,720
E,Yuanyang_E1,Yuanyang,E_4_12,2015-04-17,2015,106,0,593,652
E,Yuanyang_E1,Yuanyang,E_5_12,2015-04-17,2015,106,0,460,622
E,Yuanyang_E2,Yuanyang,E_1_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E2,Yuanyang,E_2_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E2,Yuanyang,E_3_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E2,Yuanyang,E_4_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E2,Yuanyang,E_5_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E3,Yuanyang,E_1_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E3,Yuanyang,E_2_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E3,Yuanyang,E_3_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E3,Yuanyang,E_4_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E3,Yuanyang,E_5_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E4,Yuanyang,E_1_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E4,Yuanyang,E_2_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E4,Yuanyang,E_3_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E4,Yuanyang,E_4_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E4,Yuanyang,E_5_12,2015-04-17,2015,106,0,0,0
E,Yuanyang_E5,Yuanyang,E_1_12,2015-04-17,2015,106,0,603,604
E,Yuanyang_E5,Yuanyang,E_2_12,2015-04-17,2015,106,0,564,694
E,Yuanyang_E5,Yuanyang,E_3_12,2015-04-17,2015,106,0,649,673
E,Yuanyang_E5,Yuanyang,E_4_12,2015-04-17,2015,106,0,672,687
E,Yuanyang_E5,Yuanyang,E_5_12,2015-04-17,2015,106,0,605,445
E,Yuanyang_E6,Yuanyang,E_1_12,2015-04-17,2015,106,0,377,395
E,Yuanyang_E6,Yuanyang,E_2_12,2015-04-17,2015,106,0,378,429
E,Yuanyang_E6,Yuanyang,E_3_12,2015-04-17,2015,106,0,381,386
E,Yuanyang_E6,Yuanyang,E_4_12,2015-04-17,2015,106,0,367,429
E,Yuanyang_E6,Yuanyang,E_5_12,2015-04-17,2015,106,0,358,282
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-04-20,2015,109,0,88,634
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-04-20,2015,109,0,85,632
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-04-20,2015,109,0,92,650
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-04-20,2015,109,0,82,613
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-04-20,2015,109,0,92,675
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-04-20,2015,109,0,472,258
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-04-20,2015,109,0,481,232
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-04-20,2015,109,0,483,222
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-04-20,2015,109,0,451,244
A,Yuanyang_CK2,Yuanyang,A_5_12,2015-04-20,2015,109,0,461,354
A,Yuanyang_CK3,Yuanyang,A_1_12,2015-04-20,2015,109,0,734,625
A,Yuanyang_CK3,Yuanyang,A_2_12,2015-04-20,2015,109,0,719,627
A,Yuanyang_CK3,Yuanyang,A_3_12,2015-04-20,2015,109,0,704,572
A,Yuanyang_CK3,Yuanyang,A_4_12,2015-04-20,2015,109,0,728,627
A,Yuanyang_CK3,Yuanyang,A_5_12,2015-04-20,2015,109,0,786,731
A,Yuanyang_CK4,Yuanyang,A_1_12,2015-04-20,2015,109,0,426,624
A,Yuanyang_CK4,Yuanyang,A_2_12,2015-04-20,2015,109,0,417,582
A,Yuanyang_CK4,Yuanyang,A_3_12,2015-04-20,2015,109,0,469,690
A,Yuanyang_CK4,Yuanyang,A_4_12,2015-04-20,2015,109,0,447,641
A,Yuanyang_CK4,Yuanyang,A_5_12,2015-04-20,2015,109,0,336,626
A,Yuanyang_CK5,Yuanyang,A_1_12,2015-04-20,2015,109,0,673,524
A,Yuanyang_CK5,Yuanyang,A_2_12,2015-04-20,2015,109,0,641,514
A,Yuanyang_CK5,Yuanyang,A_3_12,2015-04-20,2015,109,0,649,519
A,Yuanyang_CK5,Yuanyang,A_4_12,2015-04-20,2015,109,0,702,544
A,Yuanyang_CK5,Yuanyang,A_5_12,2015-04-20,2015,109,0,731,504
A,Yuanyang_CK6,Yuanyang,A_1_12,2015-04-20,2015,109,0,275,194
A,Yuanyang_CK6,Yuanyang,A_2_12,2015-04-20,2015,109,0,284,176
A,Yuanyang_CK6,Yuanyang,A_3_12,2015-04-20,2015,109,0,277,182
A,Yuanyang_CK6,Yuanyang,A_4_12,2015-04-20,2015,109,0,294,214
A,Yuanyang_CK6,Yuanyang,A_5_12,2015-04-20,2015,109,0,265,181
E,Yuanyang_E1,Yuanyang,E_1_12,2015-04-20,2015,109,0,1823,1726
E,Yuanyang_E1,Yuanyang,E_2_12,2015-04-20,2015,109,0,1740,1517
E,Yuanyang_E1,Yuanyang,E_3_12,2015-04-20,2015,109,0,1720,1716
E,Yuanyang_E1,Yuanyang,E_4_12,2015-04-20,2015,109,0,1829,1632
E,Yuanyang_E1,Yuanyang,E_5_12,2015-04-20,2015,109,0,2070,2118
E,Yuanyang_E2,Yuanyang,E_1_12,2015-04-20,2015,109,0,2275,2347
E,Yuanyang_E2,Yuanyang,E_2_12,2015-04-20,2015,109,0,2122,2454
E,Yuanyang_E2,Yuanyang,E_3_12,2015-04-20,2015,109,0,2248,2324
E,Yuanyang_E2,Yuanyang,E_4_12,2015-04-20,2015,109,0,2334,2304
E,Yuanyang_E2,Yuanyang,E_5_12,2015-04-20,2015,109,0,2450,2163
E,Yuanyang_E3,Yuanyang,E_1_12,2015-04-20,2015,109,0,1824,1645
E,Yuanyang_E3,Yuanyang,E_2_12,2015-04-20,2015,109,0,1851,1759
E,Yuanyang_E3,Yuanyang,E_3_12,2015-04-20,2015,109,0,1906,1634
E,Yuanyang_E3,Yuanyang,E_4_12,2015-04-20,2015,109,0,1888,1779
E,Yuanyang_E3,Yuanyang,E_5_12,2015-04-20,2015,109,0,1509,1392
E,Yuanyang_E4,Yuanyang,E_1_12,2015-04-20,2015,109,0,1804,1759
E,Yuanyang_E4,Yuanyang,E_2_12,2015-04-20,2015,109,0,1818,1837
E,Yuanyang_E4,Yuanyang,E_3_12,2015-04-20,2015,109,0,1605,1555
E,Yuanyang_E4,Yuanyang,E_4_12,2015-04-20,2015,109,0,1834,1742
E,Yuanyang_E4,Yuanyang,E_5_12,2015-04-20,2015,109,0,2071,2122
E,Yuanyang_E5,Yuanyang,E_1_12,2015-04-20,2015,109,0,1874,1652
E,Yuanyang_E5,Yuanyang,E_2_12,2015-04-20,2015,109,0,1721,1408
E,Yuanyang_E5,Yuanyang,E_3_12,2015-04-20,2015,109,0,1814,1433
E,Yuanyang_E5,Yuanyang,E_4_12,2015-04-20,2015,109,0,1785,1542
E,Yuanyang_E5,Yuanyang,E_5_12,2015-04-20,2015,109,0,2283,2261
E,Yuanyang_E6,Yuanyang,E_1_12,2015-04-20,2015,109,0,2368,1654
E,Yuanyang_E6,Yuanyang,E_2_12,2015-04-20,2015,109,0,2264,1789
E,Yuanyang_E6,Yuanyang,E_3_12,2015-04-20,2015,109,0,2305,1569
E,Yuanyang_E6,Yuanyang,E_4_12,2015-04-20,2015,109,0,2384,1481
E,Yuanyang_E6,Yuanyang,E_5_12,2015-04-20,2015,109,0,2565,1776
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-04-25,2015,124,0,524,345
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-04-25,2015,124,0,526,318
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-04-25,2015,124,0,514,347
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-04-25,2015,124,0,538,370
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-04-25,2015,124,0,520,356
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-04-25,2015,124,0,432,368
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-04-25,2015,124,0,430,394
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-04-25,2015,124,0,436,400
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-04-25,2015,124,0,405,367
A,Yuanyang_CK2,Yuanyang,A_5_12,2015-04-25,2015,124,0,483,347
A,Yuanyang_CK3,Yuanyang,A_1_12,2015-04-25,2015,124,0,665,428
A,Yuanyang_CK3,Yuanyang,A_2_12,2015-04-25,2015,124,0,652,433
A,Yuanyang_CK3,Yuanyang,A_3_12,2015-04-25,2015,124,0,647,424
A,Yuanyang_CK3,Yuanyang,A_4_12,2015-04-25,2015,124,0,656,399
A,Yuanyang_CK3,Yuanyang,A_5_12,2015-04-25,2015,124,0,699,469
A,Yuanyang_CK4,Yuanyang,A_1_12,2015-04-25,2015,124,0,537,523
A,Yuanyang_CK4,Yuanyang,A_2_12,2015-04-25,2015,124,0,523,522
A,Yuanyang_CK4,Yuanyang,A_3_12,2015-04-25,2015,124,0,517,494
A,Yuanyang_CK4,Yuanyang,A_4_12,2015-04-25,2015,124,0,523,493
A,Yuanyang_CK4,Yuanyang,A_5_12,2015-04-25,2015,124,0,622,548
A,Yuanyang_CK5,Yuanyang,A_1_12,2015-04-25,2015,124,0,514,492
A,Yuanyang_CK5,Yuanyang,A_2_12,2015-04-25,2015,124,0,475,473
A,Yuanyang_CK5,Yuanyang,A_3_12,2015-04-25,2015,124,0,477,515
A,Yuanyang_CK5,Yuanyang,A_4_12,2015-04-25,2015,124,0,552,500
A,Yuanyang_CK5,Yuanyang,A_5_12,2015-04-25,2015,124,0,562,495
A,Yuanyang_CK6,Yuanyang,A_1_12,2015-04-25,2015,124,0,245,204
A,Yuanyang_CK6,Yuanyang,A_2_12,2015-04-25,2015,124,0,248,193
A,Yuanyang_CK6,Yuanyang,A_3_12,2015-04-25,2015,124,0,220,184
A,Yuanyang_CK6,Yuanyang,A_4_12,2015-04-25,2015,124,0,207,199
A,Yuanyang_CK6,Yuanyang,A_5_12,2015-04-25,2015,124,0,329,238
E,Yuanyang_E1,Yuanyang,E_1_12,2015-04-25,2015,124,0,856,682
E,Yuanyang_E1,Yuanyang,E_2_12,2015-04-25,2015,124,0,822,692
E,Yuanyang_E1,Yuanyang,E_3_12,2015-04-25,2015,124,0,895,679
E,Yuanyang_E1,Yuanyang,E_4_12,2015-04-25,2015,124,0,804,698
E,Yuanyang_E1,Yuanyang,E_5_12,2015-04-25,2015,124,0,866,669
E,Yuanyang_E2,Yuanyang,E_1_12,2015-04-25,2015,124,0,872,523
E,Yuanyang_E2,Yuanyang,E_2_12,2015-04-25,2015,124,0,898,507
E,Yuanyang_E2,Yuanyang,E_3_12,2015-04-25,2015,124,0,902,559
E,Yuanyang_E2,Yuanyang,E_4_12,2015-04-25,2015,124,0,909,544
E,Yuanyang_E2,Yuanyang,E_5_12,2015-04-25,2015,124,0,742,516
E,Yuanyang_E3,Yuanyang,E_1_12,2015-04-25,2015,124,0,941,725
E,Yuanyang_E3,Yuanyang,E_2_12,2015-04-25,2015,124,0,921,714
E,Yuanyang_E3,Yuanyang,E_3_12,2015-04-25,2015,124,0,995,723
E,Yuanyang_E3,Yuanyang,E_4_12,2015-04-25,2015,124,0,964,723
E,Yuanyang_E3,Yuanyang,E_5_12,2015-04-25,2015,124,0,916,772
E,Yuanyang_E4,Yuanyang,E_1_12,2015-04-25,2015,124,0,798,742
E,Yuanyang_E4,Yuanyang,E_2_12,2015-04-25,2015,124,0,767,737
E,Yuanyang_E4,Yuanyang,E_3_12,2015-04-25,2015,124,0,889,768
E,Yuanyang_E4,Yuanyang,E_4_12,2015-04-25,2015,124,0,823,725
E,Yuanyang_E4,Yuanyang,E_5_12,2015-04-25,2015,124,0,614,738
E,Yuanyang_E5,Yuanyang,E_1_12,2015-04-25,2015,124,0,884,656
E,Yuanyang_E5,Yuanyang,E_2_12,2015-04-25,2015,124,0,889,700
E,Yuanyang_E5,Yuanyang,E_3_12,2015-04-25,2015,124,0,848,588
E,Yuanyang_E5,Yuanyang,E_4_12,2015-04-25,2015,124,0,864,655
E,Yuanyang_E5,Yuanyang,E_5_12,2015-04-25,2015,124,0,927,735
E,Yuanyang_E6,Yuanyang,E_1_12,2015-04-25,2015,124,0,926,1026
E,Yuanyang_E6,Yuanyang,E_2_12,2015-04-25,2015,124,0,946,946
E,Yuanyang_E6,Yuanyang,E_3_12,2015-04-25,2015,124,0,942,969
E,Yuanyang_E6,Yuanyang,E_4_12,2015-04-25,2015,124,0,909,1066
E,Yuanyang_E6,Yuanyang,E_5_12,2015-04-25,2015,124,0,867,1224
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-04-30,2015,129,0,382,214
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-04-30,2015,129,0,397,239
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-04-30,2015,129,0,351,205
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-04-30,2015,129,0,351,187
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-04-30,2015,129,0,432,219
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-04-30,2015,129,0,168,134
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-04-30,2015,129,0,178,159
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-04-30,2015,129,0,167,110
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-04-30,2015,129,0,170,120
A,Yuanyang_CK2,Yuanyang,A_5_12,2015-04-30,2015,129,0,145,153
A,Yuanyang_CK3,Yuanyang,A_1_12,2015-04-30,2015,129,0,273,264
A,Yuanyang_CK3,Yuanyang,A_2_12,2015-04-30,2015,129,0,274,284
A,Yuanyang_CK3,Yuanyang,A_3_12,2015-04-30,2015,129,0,231,257
A,Yuanyang_CK3,Yuanyang,A_4_12,2015-04-30,2015,129,0,290,288
A,Yuanyang_CK3,Yuanyang,A_5_12,2015-04-30,2015,129,0,272,257
A,Yuanyang_CK4,Yuanyang,A_1_12,2015-04-30,2015,129,0,365,222
A,Yuanyang_CK4,Yuanyang,A_2_12,2015-04-30,2015,129,0,335,226
A,Yuanyang_CK4,Yuanyang,A_3_12,2015-04-30,2015,129,0,336,238
A,Yuanyang_CK4,Yuanyang,A_4_12,2015-04-30,2015,129,0,331,211
A,Yuanyang_CK4,Yuanyang,A_5_12,2015-04-30,2015,129,0,485,205
A,Yuanyang_CK5,Yuanyang,A_1_12,2015-04-30,2015,129,0,173,142
A,Yuanyang_CK5,Yuanyang,A_2_12,2015-04-30,2015,129,0,185,113
A,Yuanyang_CK5,Yuanyang,A_3_12,2015-04-30,2015,129,0,191,168
A,Yuanyang_CK5,Yuanyang,A_4_12,2015-04-30,2015,129,0,156,138
A,Yuanyang_CK5,Yuanyang,A_5_12,2015-04-30,2015,129,0,169,136
A,Yuanyang_CK6,Yuanyang,A_1_12,2015-04-30,2015,129,0,200,131
A,Yuanyang_CK6,Yuanyang,A_2_12,2015-04-30,2015,129,0,184,151
A,Yuanyang_CK6,Yuanyang,A_3_12,2015-04-30,2015,129,0,201,140
A,Yuanyang_CK6,Yuanyang,A_4_12,2015-04-30,2015,129,0,177,117
A,Yuanyang_CK6,Yuanyang,A_5_12,2015-04-30,2015,129,0,265,122
E,Yuanyang_E1,Yuanyang,E_1_12,2015-04-30,2015,129,0,232,312
E,Yuanyang_E1,Yuanyang,E_2_12,2015-04-30,2015,129,0,204,311
E,Yuanyang_E1,Yuanyang,E_3_12,2015-04-30,2015,129,0,254,332
E,Yuanyang_E1,Yuanyang,E_4_12,2015-04-30,2015,129,0,238,298
E,Yuanyang_E1,Yuanyang,E_5_12,2015-04-30,2015,129,0,234,288
E,Yuanyang_E2,Yuanyang,E_1_12,2015-04-30,2015,129,0,391,324
E,Yuanyang_E2,Yuanyang,E_2_12,2015-04-30,2015,129,0,386,316
E,Yuanyang_E2,Yuanyang,E_3_12,2015-04-30,2015,129,0,408,291
E,Yuanyang_E2,Yuanyang,E_4_12,2015-04-30,2015,129,0,373,335
E,Yuanyang_E2,Yuanyang,E_5_12,2015-04-30,2015,129,0,360,329
E,Yuanyang_E3,Yuanyang,E_1_12,2015-04-30,2015,129,0,412,384
E,Yuanyang_E3,Yuanyang,E_2_12,2015-04-30,2015,129,0,403,359
E,Yuanyang_E3,Yuanyang,E_3_12,2015-04-30,2015,129,0,422,408
E,Yuanyang_E3,Yuanyang,E_4_12,2015-04-30,2015,129,0,404,398
E,Yuanyang_E3,Yuanyang,E_5_12,2015-04-30,2015,129,0,406,371
E,Yuanyang_E4,Yuanyang,E_1_12,2015-04-30,2015,129,0,284,343
E,Yuanyang_E4,Yuanyang,E_2_12,2015-04-30,2015,129,0,269,371
E,Yuanyang_E4,Yuanyang,E_3_12,2015-04-30,2015,129,0,307,303
E,Yuanyang_E4,Yuanyang,E_4_12,2015-04-30,2015,129,0,269,332
E,Yuanyang_E4,Yuanyang,E_5_12,2015-04-30,2015,129,0,284,385
E,Yuanyang_E5,Yuanyang,E_1_12,2015-04-30,2015,129,0,675,622
E,Yuanyang_E5,Yuanyang,E_2_12,2015-04-30,2015,129,0,629,608
E,Yuanyang_E5,Yuanyang,E_3_12,2015-04-30,2015,129,0,654,581
E,Yuanyang_E5,Yuanyang,E_4_12,2015-04-30,2015,129,0,697,650
E,Yuanyang_E5,Yuanyang,E_5_12,2015-04-30,2015,129,0,703,693
E,Yuanyang_E6,Yuanyang,E_1_12,2015-04-30,2015,129,0,420,403
E,Yuanyang_E6,Yuanyang,E_2_12,2015-04-30,2015,129,0,439,474
E,Yuanyang_E6,Yuanyang,E_3_12,2015-04-30,2015,129,0,458,444
E,Yuanyang_E6,Yuanyang,E_4_12,2015-04-30,2015,129,0,418,355
E,Yuanyang_E6,Yuanyang,E_5_12,2015-04-30,2015,129,0,375,269
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-05-04,2015,133,0,252,139
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-05-04,2015,133,0,266,149
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-05-04,2015,133,0,228,142
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-05-04,2015,133,0,226,126
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-05-04,2015,133,0,315,153
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-05-04,2015,133,0,261,74
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-05-04,2015,133,0,276,52
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-05-04,2015,133,0,239,54
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-05-04,2015,133,0,225,63
A,Yuanyang_CK2,Yuanyang,A_5_12,2015-05-04,2015,133,0,315,119
A,Yuanyang_CK3,Yuanyang,A_1_12,2015-05-04,2015,133,0,85,65
A,Yuanyang_CK3,Yuanyang,A_2_12,2015-05-04,2015,133,0,94,49
A,Yuanyang_CK3,Yuanyang,A_3_12,2015-05-04,2015,133,0,78,72
A,Yuanyang_CK3,Yuanyang,A_4_12,2015-05-04,2015,133,0,85,50
A,Yuanyang_CK3,Yuanyang,A_5_12,2015-05-04,2015,133,0,75,87
A,Yuanyang_CK4,Yuanyang,A_1_12,2015-05-04,2015,133,0,187,192
A,Yuanyang_CK4,Yuanyang,A_2_12,2015-05-04,2015,133,0,180,191
A,Yuanyang_CK4,Yuanyang,A_3_12,2015-05-04,2015,133,0,190,205
A,Yuanyang_CK4,Yuanyang,A_4_12,2015-05-04,2015,133,0,181,191
A,Yuanyang_CK4,Yuanyang,A_5_12,2015-05-04,2015,133,0,195,174
A,Yuanyang_CK5,Yuanyang,A_1_12,2015-05-04,2015,133,0,179,162
A,Yuanyang_CK5,Yuanyang,A_2_12,2015-05-04,2015,133,0,186,172
A,Yuanyang_CK5,Yuanyang,A_3_12,2015-05-04,2015,133,0,164,165
A,Yuanyang_CK5,Yuanyang,A_4_12,2015-05-04,2015,133,0,176,186
A,Yuanyang_CK5,Yuanyang,A_5_12,2015-05-04,2015,133,0,179,91
A,Yuanyang_CK6,Yuanyang,A_1_12,2015-05-04,2015,133,0,169,111
A,Yuanyang_CK6,Yuanyang,A_2_12,2015-05-04,2015,133,0,163,138
A,Yuanyang_CK6,Yuanyang,A_3_12,2015-05-04,2015,133,0,165,98
A,Yuanyang_CK6,Yuanyang,A_4_12,2015-05-04,2015,133,0,181,82
A,Yuanyang_CK6,Yuanyang,A_5_12,2015-05-04,2015,133,0,154,148
E,Yuanyang_E1,Yuanyang,E_1_12,2015-05-04,2015,133,0,172,187
E,Yuanyang_E1,Yuanyang,E_2_12,2015-05-04,2015,133,0,180,162
E,Yuanyang_E1,Yuanyang,E_3_12,2015-05-04,2015,133,0,161,212
E,Yuanyang_E1,Yuanyang,E_4_12,2015-05-04,2015,133,0,187,190
E,Yuanyang_E1,Yuanyang,E_5_12,2015-05-04,2015,133,0,178,155
E,Yuanyang_E2,Yuanyang,E_1_12,2015-05-04,2015,133,0,56,140
E,Yuanyang_E2,Yuanyang,E_2_12,2015-05-04,2015,133,0,63,158
E,Yuanyang_E2,Yuanyang,E_3_12,2015-05-04,2015,133,0,53,134
E,Yuanyang_E2,Yuanyang,E_4_12,2015-05-04,2015,133,0,49,118
E,Yuanyang_E2,Yuanyang,E_5_12,2015-05-04,2015,133,0,55,174
E,Yuanyang_E3,Yuanyang,E_1_12,2015-05-04,2015,133,0,112,7
E,Yuanyang_E3,Yuanyang,E_2_12,2015-05-04,2015,133,0,129,8
E,Yuanyang_E3,Yuanyang,E_3_12,2015-05-04,2015,133,0,108,5
E,Yuanyang_E3,Yuanyang,E_4_12,2015-05-04,2015,133,0,105,8
E,Yuanyang_E3,Yuanyang,E_5_12,2015-05-04,2015,133,0,111,2
E,Yuanyang_E4,Yuanyang,E_1_12,2015-05-04,2015,133,0,243,212
E,Yuanyang_E4,Yuanyang,E_2_12,2015-05-04,2015,133,0,217,209
E,Yuanyang_E4,Yuanyang,E_3_12,2015-05-04,2015,133,0,274,240
E,Yuanyang_E4,Yuanyang,E_4_12,2015-05-04,2015,133,0,275,215
E,Yuanyang_E4,Yuanyang,E_5_12,2015-05-04,2015,133,0,236,188
E,Yuanyang_E5,Yuanyang,E_1_12,2015-05-04,2015,133,0,158,269
E,Yuanyang_E5,Yuanyang,E_2_12,2015-05-04,2015,133,0,140,221
E,Yuanyang_E5,Yuanyang,E_3_12,2015-05-04,2015,133,0,139,250
E,Yuanyang_E5,Yuanyang,E_4_12,2015-05-04,2015,133,0,137,300
E,Yuanyang_E5,Yuanyang,E_5_12,2015-05-04,2015,133,0,198,277
E,Yuanyang_E6,Yuanyang,E_1_12,2015-05-04,2015,133,0,172,128
E,Yuanyang_E6,Yuanyang,E_2_12,2015-05-04,2015,133,0,193,153
E,Yuanyang_E6,Yuanyang,E_3_12,2015-05-04,2015,133,0,149,137
E,Yuanyang_E6,Yuanyang,E_4_12,2015-05-04,2015,133,0,210,127
E,Yuanyang_E6,Yuanyang,E_5_12,2015-05-04,2015,133,0,150,111
A,Yuanyang_CK1,Yuanyang,A_1_12,2015-05-11,2015,138,0,0,27
A,Yuanyang_CK1,Yuanyang,A_2_12,2015-05-11,2015,138,0,0,28
A,Yuanyang_CK1,Yuanyang,A_3_12,2015-05-11,2015,138,0,0,20
A,Yuanyang_CK1,Yuanyang,A_4_12,2015-05-11,2015,138,0,0,31
A,Yuanyang_CK1,Yuanyang,A_5_12,2015-05-11,2015,138,0,0,22
A,Yuanyang_CK2,Yuanyang,A_1_12,2015-05-11,2015,138,0,4,33
A,Yuanyang_CK2,Yuanyang,A_2_12,2015-05-11,2015,138,0,5,37
A,Yuanyang_CK2,Yuanyang,A_3_12,2015-05-11,2015,138,0,5,33
A,Yuanyang_CK2,Yuanyang,A_4_12,2015-05-11,2015,138,0,3,40
