"sample_id_fastq","barcoding_id","sample_id","sampling_id","taxonomy","sample_type","sample_type_2","sample_type_3","zone","spot_name","region","region_season","season","body_mass","size_class","sex_state","gut_fullness","standard_length"
"R-F339-B","R_F339_B","R_F339","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",115,"> 200",NA,"two_third_full",218
"R-F340-B","R_F340_B","R_F340","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",188,"> 200",NA,"half_full",216
"R-F341-B","R_F341_B","R_F341","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",76,"[100,200]",NA,"half_full",155
"R-F342-B","R_F342_B","R_F342","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",203,"> 200",NA,"half_full",235
"R-F343-B","R_F343_B","R_F343","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",176,"> 200",NA,"half_full",205
"R-F344-B","R_F344_B","R_F344","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",146,"[100,200]",NA,"half_full",179
"R-F345-B","R_F345_B","R_F345","R49","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",75,"[100,200]",NA,"half_full",162
"R-F353-B","R_F353_B","R_F353","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",127,"[100,200]",NA,"half_full",167
"R-F354-B","R_F354_B","R_F354","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",45,"[100,200]",NA,"half_full",111
"R-F355-B","R_F355_B","R_F355","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",82,"[100,200]",NA,"two_third_full",140
"R-F356-B","R_F356_B","R_F356","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",159,"[100,200]",NA,"two_third_full",179
"R-F357-B","R_F357_B","R_F357","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",55,"[100,200]",NA,"two_third_full",135
"R-F360-B","R_F360_B","R_F360","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",55,"[100,200]",NA,"three_quarter_full",136
"R-F361-B","R_F361_B","R_F361","R51","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",50,"[100,200]",NA,"half_full",132
"R-M001-B","R_M001_B","R_M001","R02","Halophila_stipulacea","Seagrass","Seagrass_halophila","Seagrass","Coral_reef","Eilat_south_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-M006-B","R_M006_B","R_M006","R04","Halophila_stipulacea","Seagrass","Seagrass_halophila","Seagrass","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-M007-B","R_M007_B","R_M007","R04","Halophila_stipulacea","Seagrass","Seagrass_halophila","Seagrass","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W004-B","R_W004_B","R_W004","R01","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W005-B","R_W005_B","R_W005","R01","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W006-B","R_W006_B","R_W006","R01","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W010-B","R_W010_B","R_W010","R03","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W011-B","R_W011_B","R_W011","R03","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-W012-B","R_W012_B","R_W012","R03","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Spring","Spring",NA,"no_data",NA,NA,NA
"R-B060-B","R_B060_B","R_B060","R50","Sediment","Sediment","Sediment","Sediment","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B061-B","R_B061_B","R_B061","R50","Sediment","Sediment","Sediment","Sediment","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B062-B","R_B062_B","R_B062","R50","Sediment","Sediment","Sediment","Sediment","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B066-B","R_B066_B","R_B066","R52","Sediment","Sediment","Sediment","Sediment","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B068-B","R_B068_B","R_B068","R52","Sediment","Sediment","Sediment","Sediment","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B070-B","R_B070_B","R_B070","R53","Sediment","Sediment","Sediment","Sediment","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-B071-B","R_B071_B","R_B071","R53","Sediment","Sediment","Sediment","Sediment","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M122-B","R_M122_B","R_M122","R53","Turf_rock","Turf","Turf_rock","Turf","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M123-B","R_M123_B","R_M123","R53","Turf_rock","Turf","Turf_rock","Turf","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M124-B","R_M124_B","R_M124","R53","Turf_rock","Turf","Turf_rock","Turf","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M125-B","R_M125_B","R_M125","R53","Turf_rock","Turf","Turf_rock","Turf","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M126-B","R_M126_B","R_M126","R53","Turf_rock","Turf","Turf_rock","Turf","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-M130-B","R_M130_B","R_M130","R52","Turf_rock","Turf","Turf_rock","Turf","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W088-B","R_W088_B","R_W088","R50","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W090-B","R_W090_B","R_W090","R50","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W094-B","R_W094_B","R_W094","R52","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W095-B","R_W095_B","R_W095","R52","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W096-B","R_W096_B","R_W096","R52","Water","Water","Water","Water","North_beach","Eilat_north_beach","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W100-B","R_W100_B","R_W100","R53","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W101-B","R_W101_B","R_W101","R53","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"R-W102-B","R_W102_B","R_W102","R53","Water","Water","Water","Water","Coral_reef","Eilat_IUI","North_Red_Sea","North_Red_Sea_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B107-B","G_B107_B","G_B107","G84","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B108-B","G_B108_B","G_B108","G84","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B109-B","G_B109_B","G_B109","G84","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B114-B","G_B114_B","G_B114","G88","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B117-B","G_B117_B","G_B117","G88","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B118-B","G_B118_B","G_B118","G88","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B121-B","G_B121_B","G_B121","G91","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B123-B","G_B123_B","G_B123","G91","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B124-B","G_B124_B","G_B124","G91","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B125-B","G_B125_B","G_B125","G91","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-F612-B","G_F612_B","G_F612","G83","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",91,"[100,200]","female_without_eggs_inf_1g","full",154
"G-F615-B","G_F615_B","G_F615","G83","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",71,"[100,200]","female_inf_1g","full",153
"G-F617-B","G_F617_B","G_F617","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",122,"[100,200]","huge_female_with_eggs_yellow_11g","full",187
"G-F618-B","G_F618_B","G_F618","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",84,"[100,200]","male_immature_inf_1g","full",145
"G-F620-B","G_F620_B","G_F620","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",76,"[100,200]","male","full",146
"G-F622-B","G_F622_B","G_F622","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",85,"[100,200]","female_with_eggs_3g","full",149
"G-F623-B","G_F623_B","G_F623","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",124,"[100,200]","mature_male_2g","full",183
"G-F625-B","G_F625_B","G_F625","G84","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",123,"[100,200]","male","full",183
"G-F631-B","G_F631_B","G_F631","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",61,"[100,200]","female",NA,134
"G-F632-B","G_F632_B","G_F632","G86","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",118,"[100,200]","male_12g","first_and_filled_last_quarter",173
"G-F633-B","G_F633_B","G_F633","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",77,"[100,200]",NA,"full",132
"G-F634-B","G_F634_B","G_F634","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",61,"[100,200]","male","full",122
"G-F635-B","G_F635_B","G_F635","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",77,"[100,200]",NA,"full",143
"G-F636-B","G_F636_B","G_F636","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",66,"[100,200]","female","full",125
"G-F642-B","G_F642_B","G_F642","G86","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",183,"> 200","female_white_vascularized_2g","full",220
"G-F645-B","G_F645_B","G_F645","G86","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",52,"[100,200]","male_inf_1g","full",128
"G-F647-B","G_F647_B","G_F647","G86","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",74,"[100,200]","male_vascularized_sex_to_check","full",129
"G-F665-B","G_F665_B","G_F665","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",162,"[100,200]","female_with_eggs_5g","full",184
"G-F666-B","G_F666_B","G_F666","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",109,"[100,200]","female_with_eggs_inf_1g","full",174
"G-F667-B","G_F667_B","G_F667","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",112,"[100,200]","female_without_eggs_vascularized_3g",NA,172
"G-F669-B","G_F669_B","G_F669","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",56,"[100,200]","male_inf_1g",NA,130
"G-F670-B","G_F670_B","G_F670","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",44,"[100,200]","immature_inf_0.5g",NA,122
"G-F674-B","G_F674_B","G_F674","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",35,"[100,200]","female_immature_transparent_gonads",NA,115
"G-F675-B","G_F675_B","G_F675","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",82,"[100,200]","female_inf_1g",NA,153
"G-F676-B","G_F676_B","G_F676","G87","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",99,"[100,200]","male_4g",NA,164
"G-F686-B","G_F686_B","G_F686","G91","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",40,"[100,200]",NA,"full",124
"G-F687-B","G_F687_B","G_F687","G91","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",94,"[100,200]","female","full",153
"G-F690-B","G_F690_B","G_F690","G91","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",62,"[100,200]","male","full",135
"G-F709-B","G_F709_B","G_F709","G94","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",145,"[100,200]","female","full",185
"G-F723-B","G_F723_B","G_F723","G93","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",95,"[100,200]","F_well_vascularised","filled_last_quarter",176
"G-F724-B","G_F724_B","G_F724","G93","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",77,"[100,200]","M","filled_last_quarter",153
"G-F725-B","G_F725_B","G_F725","G93","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",91,"[100,200]","M","filled_last_quarter",174
"G-F726-B","G_F726_B","G_F726","G93","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",64,"[100,200]","F_yellow_well_vascularized","filled_last_quarter",136
"G-F727-B","G_F727_B","G_F727","G93","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",90,"[100,200]","M","filled_last_quarter",145
"G-F728-B","G_F728_B","G_F728","G93","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",96,"[100,200]","F_yellow_well_vascularized","almost_full",145
"G-F729-B","G_F729_B","G_F729","G93","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",89,"[100,200]","M","first_and_filled_last_quarter",142
"G-F730-B","G_F730_B","G_F730","G93","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",74,"[100,200]","F","second_and_filled_last_quarter",138
"G-F731-B","G_F731_B","G_F731","G93","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",104,"[100,200]","M","filled_last_quarter",176
"G-M191-B","G_M191_B","G_M191","G84","Dictyota_fasciola","Algae","Brown_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M192-B","G_M192_B","G_M192","G84","Dictyota_fasciola","Algae","Brown_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M194-B","G_M194_B","G_M194","G84","Padina_pavonica","Algae","Brown_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M195-B","G_M195_B","G_M195","G84","Padina_pavonica","Algae","Brown_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M198-B","G_M198_B","G_M198","G84","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M199-B","G_M199_B","G_M199","G84","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M200-B","G_M200_B","G_M200","G84","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M201-B","G_M201_B","G_M201","G84","Callithamnion_tetricum","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M202-B","G_M202_B","G_M202","G84","Callithamnion_tetricum","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M203-B","G_M203_B","G_M203","G84","Callithamnion_tetricum","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M204-B","G_M204_B","G_M204","G86","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M206-B","G_M206_B","G_M206","G86","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M207-B","G_M207_B","G_M207","G86","Jania_virgata","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M208-B","G_M208_B","G_M208","G86","Jania_virgata","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M210-B","G_M210_B","G_M210","G86","Jania_virgata","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M212-B","G_M212_B","G_M212","G86","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M213-B","G_M213_B","G_M213","G86","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M220-B","G_M220_B","G_M220","G88","Jania_virgata","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M222-B","G_M222_B","G_M222","G88","Jania_virgata","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M223-B","G_M223_B","G_M223","G88","Jania_virgata","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M228-B","G_M228_B","G_M228","G88","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M229-B","G_M229_B","G_M229","G88","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M231-B","G_M231_B","G_M231","G88","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M233-B","G_M233_B","G_M233","G88","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M234-B","G_M234_B","G_M234","G88","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M235-B","G_M235_B","G_M235","G88","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M236-B","G_M236_B","G_M236","G88","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M237-B","G_M237_B","G_M237","G88","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M238-B","G_M238_B","G_M238","G88","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M239-B","G_M239_B","G_M239","G88","Dictyota_fasciola","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M243-B","G_M243_B","G_M243","G88","Cystoseira_crinita","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M244-B","G_M244_B","G_M244","G88","Cystoseira_crinita","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M245-B","G_M245_B","G_M245","G88","Cystoseira_crinita","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
